id,age,income,spending_score,savings,loan_amount,default
822,58,27155,10,223200,244557,1
823,52,67952,85,344698,586179,1
824,18,143899,36,420042,426615,0
825,38,118621,80,217681,416422,0
826,65,78944,33,401116,432158,1
827,23,86246,59,485250,204578,1
828,45,31388,45,373789,349659,0
829,34,94178,51,279858,675504,0
830,22,46457,46,448908,167640,1
831,48,38127,13,372825,178075,1
832,22,54091,93,26002,151441,0
833,55,31752,4,225034,685915,0
834,20,71832,42,41540,348522,0
835,40,24237,27,467480,386847,1
836,54,23051,8,317020,269697,0
837,54,115705,46,13589,457377,1
838,27,84346,8,125100,713586,0
839,27,106584,89,480472,628612,1
840,36,63311,26,212383,108842,0
841,34,39088,1,415394,667787,1
842,38,25675,97,276280,461626,0
843,31,59555,83,6835,733818,0
844,26,22640,61,158774,379840,1
845,63,83328,84,442559,481068,0
846,18,32317,82,160720,293585,0
847,68,64408,90,305753,633650,0
848,62,125680,39,132738,470672,1
849,30,126442,9,286755,690598,1
850,21,123666,27,316987,756466,0
851,18,53462,70,401527,503781,1
852,66,106173,20,76256,702652,0
853,57,95921,65,374174,254236,1
854,49,77683,16,153862,443473,1
855,51,35201,68,380499,165754,0
856,45,54536,67,283885,271793,1
857,48,44667,22,327018,590176,0
858,25,130920,73,111186,27219,0
859,56,85707,56,211244,290691,0
860,43,55517,57,347175,136076,1
861,51,55870,54,189764,49141,1
862,20,135308,8,7029,789861,1
863,67,132911,7,246559,440411,1
864,29,57982,76,488177,100041,1
865,18,78332,1,240045,690558,1
866,61,52844,54,228587,402839,1
867,22,104118,12,349110,686528,0
868,47,24237,80,250503,469213,0
869,47,143110,14,172028,313471,0
870,34,50465,94,220805,742247,0
871,65,26027,19,316990,570588,0
872,64,98777,19,20523,124615,0
873,40,30367,77,77296,761116,0
874,32,47483,74,45251,618142,0
875,54,75007,93,31995,208373,1
876,38,100567,28,469793,34581,1
877,31,120848,77,122368,694963,1
878,19,117559,15,493682,216528,1
879,28,83268,81,233690,440319,0
880,68,113724,63,486385,901,1
881,56,134675,23,241876,669112,0
882,55,121161,43,266456,398199,0
883,51,119857,10,49367,345424,0
884,55,91810,36,383515,511622,1
885,67,82924,63,40641,220768,0
886,51,98092,49,74054,194569,1
887,35,145545,14,73034,421202,1
888,47,72892,96,22109,420679,1
889,32,127457,34,242283,729865,1
890,44,83034,95,7890,634470,0
891,68,54395,39,273595,396474,1
892,51,46543,32,403112,338929,0
893,69,97059,80,299087,578098,0
894,55,21074,90,23961,381032,1
895,50,105124,81,462841,396640,1
896,41,33990,22,3105,431378,1
897,32,117064,35,357901,586980,0
898,47,102948,23,297713,550504,1
899,59,102567,25,345540,564529,1
900,68,65793,69,97893,699448,1
901,34,100373,6,315219,628239,0
902,22,58071,90,26597,787338,1
903,46,133048,60,301171,583775,0
904,21,39546,6,441099,311309,0
905,27,66515,19,361508,237811,0
906,34,65875,19,333766,580645,1
907,27,37286,95,355829,309315,1
908,34,149212,87,342753,495575,1
909,37,73219,12,357791,308463,1
910,41,29695,13,156808,414817,1
911,22,57844,86,221817,259261,1
912,51,31054,50,215076,538305,0
913,23,81822,67,64127,535328,1
914,19,22897,76,279432,92216,0
915,30,29537,31,439796,578056,1
916,60,41946,77,485222,771303,0
917,60,77325,23,200651,677385,1
918,65,28681,77,289855,795927,0
919,28,139940,70,51851,679734,0
920,68,93387,58,425764,539969,1
921,64,110537,67,315919,769518,1
922,40,100121,71,298600,718180,0
923,33,125532,10,174466,428968,0
924,48,67038,95,428679,721622,1
925,28,74833,68,440714,573277,0
926,33,68123,44,114769,278453,1
927,25,50117,70,496201,34739,1
928,21,91131,82,23008,626606,1
929,57,43774,71,277390,23894,0
930,21,134101,98,31254,237590,0
931,42,63691,87,196329,376623,0
932,20,73143,8,343051,789959,1
933,49,95135,88,178676,204828,1
934,20,91998,28,247003,787013,0
935,44,33307,55,316150,268296,1
936,46,59136,67,217842,362116,0
937,49,143302,77,407170,144972,0
938,67,47531,39,123196,560535,1
939,68,62174,33,254912,690420,1
940,36,56710,80,465442,603030,1
941,38,54568,75,383104,315088,0
942,22,148755,29,171875,677432,0
943,35,34414,89,98269,28239,0
944,45,82294,17,452829,485498,0
945,59,51723,37,12665,203245,0
946,39,114572,6,449140,779578,1
947,38,30261,46,373961,597227,0
948,23,81987,14,62062,220580,1
949,18,87913,83,415486,510953,0
950,22,125627,37,368872,345948,0
951,58,71255,76,27888,696381,1
952,29,134530,83,185047,187186,1
953,43,21271,85,331091,732352,0
954,63,123324,29,170579,174106,0
955,51,65316,92,305952,278449,1
956,66,48419,81,477815,582071,0
957,31,53202,49,422772,408197,0
958,43,39982,2,162994,506499,1
959,62,146429,70,485700,278927,1
960,44,89307,89,250966,300051,0
961,26,100409,83,200207,140617,0
962,43,127030,70,217896,584902,0
963,64,61340,65,346477,204106,0
964,39,104070,46,254042,417568,0
965,64,56892,63,71496,97392,1
966,47,97653,98,274445,165949,1
967,60,25602,85,147484,40931,0
968,65,146008,21,137869,29627,1
969,34,100957,27,121182,660178,0
970,43,117210,63,53382,563312,1
971,53,25167,23,212968,755975,0
972,18,91022,96,25003,67123,0
973,25,73201,39,415496,366034,0
974,66,69698,58,245692,705200,1
975,52,113728,45,423245,772846,0
976,69,106342,81,499131,326978,0
977,32,85249,14,104274,129922,1
978,64,83753,22,428596,77820,1
979,39,95479,17,240097,667860,1
980,31,90360,29,43337,772704,0
981,43,84687,38,313902,158914,0
982,45,55883,90,281999,579668,0
983,40,20218,31,249902,477088,1
984,31,52893,98,283391,649255,1
985,41,33169,58,8612,616735,0
986,19,134629,91,320278,766252,1
987,62,66458,17,383134,133312,1
988,43,65374,23,421879,568477,0
989,31,78672,98,471551,257228,1
990,68,94951,82,349497,439676,0
991,24,24180,85,42942,632639,0
992,20,57928,20,76673,476472,0
993,64,104690,96,123221,165502,0
994,40,118145,76,395241,348135,0
995,63,29766,4,333180,598052,0
996,60,50058,73,22517,527308,1
997,64,21942,75,49923,693889,1
998,62,31532,49,225376,121375,0
999,35,106377,94,93181,376617,1
1000,55,63374,26,224405,208111,1
1001,52,115412,32,164536,304584,1
1002,68,86790,28,432158,56940,1
1003,32,53755,51,419531,627589,1
1004,42,141925,40,474720,81778,1
1005,54,79192,37,400181,216914,0
1006,45,100459,51,196219,270992,1
1007,27,117218,57,223123,238120,0
1008,56,126415,80,280744,723397,0
1009,34,109875,72,269320,494898,1
1010,56,67592,67,473263,419360,1
1011,39,140041,3,462614,333312,1
1012,43,130397,74,251296,690877,0
1013,61,132044,63,148946,23515,1
1014,42,33118,12,231876,497822,0
1015,34,130215,79,486846,21033,0
1016,30,133305,91,24054,687159,0
1017,37,127813,51,329012,434329,1
1018,42,119675,11,394047,380565,1
1019,21,84610,6,93471,734624,0
1020,27,98699,12,347327,61921,1
1021,20,53128,82,183720,243807,0
1022,58,28104,25,45522,338342,0
1023,62,99722,98,7213,59131,1
1024,35,28549,26,259833,89226,0
1025,64,146081,88,212753,486970,0
1026,53,117798,58,492643,231877,0
1027,64,115614,80,114550,267043,1
1028,39,109704,36,167064,468561,0
1029,51,77240,36,194255,507977,1
1030,64,114002,21,401241,446433,0
1031,25,142417,94,206924,599701,1
1032,57,121087,49,444511,153110,1
1033,66,52831,84,129858,748298,1
1034,61,148395,60,146550,46968,0
1035,36,104148,62,444657,537986,0
1036,59,79978,19,162532,230138,0
1037,58,122153,11,470034,778920,1
1038,54,108252,78,211021,221770,1
1039,23,117462,80,92895,738837,1
1040,69,89474,3,126615,46129,1
1041,43,136203,57,191548,703735,1
1042,51,127075,86,34127,433266,0
1043,62,108233,69,467300,105937,0
1044,23,32609,53,426055,461435,1
1045,54,99019,66,65339,749149,0
1046,50,30523,12,39260,87191,1
1047,39,142474,62,198065,781535,0
1048,38,46989,45,445496,661899,1
1049,23,120462,57,449732,259041,0
1050,23,71277,2,291725,86035,1
1051,65,130265,55,432663,673895,0
1052,21,124700,19,493822,620644,0
1053,47,87819,61,340745,157728,0
1054,28,91772,24,17092,519067,1
1055,47,60577,5,141868,739497,1
1056,48,130262,26,176309,325067,0
1057,41,23105,92,308971,553176,1
1058,26,121856,35,371313,459150,1
1059,20,105395,19,328970,618477,1
1060,68,21838,31,385248,628863,0
1061,48,110333,83,497761,44192,1
1062,57,44437,44,167745,421997,0
1063,54,102815,19,430828,741408,1
1064,53,140297,84,99240,793144,0
1065,41,91449,81,420150,524034,1
1066,48,138099,12,120879,640039,0
1067,23,134176,35,28660,638100,0
1068,19,137696,90,235311,68161,1
1069,37,45560,58,101544,286385,0
1070,45,46208,72,289239,151524,1
1071,28,138358,25,190009,17483,0
1072,21,55658,25,28070,700049,1
1073,32,67355,86,436436,225378,1
1074,23,63003,13,385607,510921,1
1075,66,134027,42,309641,35128,0
1076,47,75437,15,233780,715101,0
1077,55,34646,23,494700,787534,0
1078,68,70560,28,82506,126111,1
1079,19,138560,13,211771,7787,0
1080,32,106597,96,356852,509800,1
1081,28,78679,75,65613,768422,0
1082,25,60214,44,13892,82587,1
1083,43,64597,78,279039,508609,0
1084,68,42873,52,473137,646764,0
1085,62,23458,35,167023,600558,0
1086,61,57165,47,60184,374395,1
1087,22,107803,35,50713,591885,0
1088,23,83994,50,436773,773234,1
1089,43,34582,87,345643,80749,1
1090,21,117925,40,160556,313399,0
1091,36,34823,77,37729,405398,1
1092,37,60856,70,326621,327690,1
1093,50,27406,93,211472,286567,0
1094,37,138288,42,34163,625607,0
1095,66,50619,15,370163,473913,0
1096,29,27071,60,445492,94967,1
1097,64,41852,58,40611,85630,0
1098,18,131382,69,197344,285616,0
1099,43,68872,33,165470,100044,1
1100,31,123311,40,406545,758310,1
1101,55,127871,2,311563,56122,0
1102,54,108217,33,320965,764781,0
1103,28,128029,25,280970,637291,0
1104,53,30144,59,397566,129237,0
1105,30,129753,27,468761,35843,0
1106,60,31183,56,303272,56908,0
1107,20,41074,25,255879,551169,1
1108,50,74838,5,111455,706438,1
1109,23,105416,62,398806,550232,0
1110,67,32349,43,185974,665213,0
1111,27,138160,68,262512,29097,1
1112,22,47493,78,174212,620939,0
1113,40,109146,81,75741,766488,0
1114,27,29357,91,407747,478138,0
1115,61,24561,36,56484,748218,1
1116,19,115380,98,382203,757734,0
1117,30,93150,10,394629,720814,0
1118,57,84685,22,207893,27722,1
1119,19,22358,86,243289,304999,1
1120,37,51805,28,203292,566395,0
1121,18,31430,48,357276,286984,1
1122,54,36041,60,332740,370579,0
1123,26,131407,84,282348,504572,1
1124,34,112262,63,483474,32228,0
1125,26,30267,2,249602,80928,0
1126,28,97395,23,346663,320020,1
1127,32,131099,51,167117,615870,0
1128,41,95909,98,429102,559222,1
1129,55,110170,80,135039,625786,1
1130,52,92793,28,91495,481348,1
1131,47,42597,78,190332,289067,1
1132,48,128454,1,38587,259506,0
1133,66,126680,15,93607,469345,1
1134,22,43989,15,456428,75300,1
1135,61,39003,89,20310,389178,0
1136,67,50169,43,265626,5416,0
1137,31,128176,5,312804,561305,0
1138,28,67271,72,136895,271648,0
1139,26,36961,86,376332,620645,1
1140,51,32146,38,223723,653214,0
1141,29,74395,63,468565,723050,1
1142,52,82676,43,195837,424982,0
1143,52,65237,51,20981,482432,0
1144,18,61030,78,450314,34869,0
1145,57,86091,83,55502,37601,0
1146,39,135539,26,116572,154727,0
1147,46,62178,97,393550,125174,0
1148,25,23640,46,287000,75622,0
1149,28,148291,12,398420,696540,0
1150,58,66136,93,157098,561747,1
1151,54,87448,12,258102,446870,1
1152,31,104650,29,270920,376804,1
1153,47,58187,61,140760,100799,0
1154,52,137053,41,410864,257492,1
1155,38,43922,20,453659,175912,1
1156,54,133746,98,340822,310084,0
1157,22,49500,46,165276,332073,1
1158,36,34429,30,349789,396049,1
1159,31,134954,93,300376,759546,0
1160,43,56684,39,256467,315924,1
1161,21,33687,40,299426,268196,1
1162,42,109248,51,173440,86072,1
1163,62,147589,2,95405,509515,0
1164,59,34837,90,130406,461116,1
1165,42,78744,65,380951,31584,0
1166,35,133775,28,258780,448458,0
1167,57,32865,51,467800,20931,1
1168,25,64653,8,180626,756323,1
1169,56,98455,31,489490,226772,0
1170,57,55094,39,168608,745602,0
1171,31,55569,60,292916,251799,0
1172,49,107472,83,299111,711286,1
1173,68,68787,77,182614,356849,1
1174,55,50961,16,167987,252139,1
1175,50,71186,23,224998,390647,1
1176,40,131837,11,94818,42759,0
1177,32,96558,88,287963,55702,1
1178,50,35297,54,295535,435878,1
1179,42,76605,74,128356,479151,0
1180,34,102904,69,31144,292361,1
1181,50,106019,12,356930,611697,0
1182,64,26463,36,289195,96921,1
1183,19,33632,57,103153,244467,1
1184,31,49703,26,156939,17704,0
1185,57,135763,92,278138,553034,1
1186,57,102943,80,36090,763850,0
1187,68,66221,66,386041,35432,0
1188,56,138585,90,419617,173217,0
1189,68,131370,4,282613,229721,1
1190,23,141658,93,60357,138897,0
1191,23,126775,16,25006,478445,1
1192,20,103031,22,64705,194337,0
1193,24,45759,64,293908,258180,1
1194,68,107000,70,88138,670669,0
1195,25,142669,92,215072,4375,1
1196,59,136763,11,472588,710226,1
1197,69,80943,42,445226,261488,1
1198,32,82249,85,121038,58564,0
1199,64,105862,90,101131,360157,0
1200,46,53039,39,107030,195729,0
1201,50,144003,47,202577,189557,1
1202,69,130475,22,3819,728850,0
1203,47,144107,30,201213,568968,0
1204,56,134877,30,225240,205990,0
1205,44,143425,33,98430,396346,0
1206,53,96069,30,326364,36248,1
1207,46,32158,37,236603,577436,1
1208,55,148979,53,455792,785357,1
1209,50,40398,30,97299,615827,0
1210,54,126446,26,56117,307684,1
1211,44,101685,6,88530,466153,0
1212,50,57711,54,274533,598910,0
1213,21,82807,56,476387,589608,0
1214,39,139554,4,109423,68615,0
1215,19,102688,79,91085,545039,1
1216,27,50772,36,161697,273260,1
1217,22,130271,63,349993,26139,1
1218,27,47307,3,239914,462547,1
1219,50,25166,57,79581,67017,1
1220,55,143890,80,135732,717062,1
1221,30,27589,16,314121,531682,1
1222,48,123102,40,64367,569005,1
1223,64,67986,53,356075,716535,1
1224,53,20464,91,181703,119516,0
1225,62,22600,6,499905,362910,0
1226,41,20916,21,265725,749041,1
1227,69,95180,77,195562,287062,1
1228,32,26126,9,472533,529633,0
1229,46,27151,63,29463,728032,1
1230,25,97196,43,1093,734558,0
1231,22,147169,72,350084,53773,1
1232,46,20065,28,116637,80056,1
1233,64,79946,45,492767,232137,0
1234,21,111837,58,317058,19410,1
1235,29,98424,83,74359,88315,0
1236,62,127995,29,167499,454325,0
1237,19,99535,95,187673,785384,0
1238,44,71056,54,490699,470196,1
1239,48,27193,57,409249,608399,0
1240,68,84610,33,390761,258868,1
1241,68,139259,70,383688,781049,0
1242,53,141404,64,267463,103797,0
1243,53,48540,4,490773,461291,0
1244,43,96537,16,47022,239092,1
1245,60,81434,3,40122,85191,0
1246,44,29078,89,461000,737038,0
1247,22,76125,63,11365,532234,1
1248,37,72960,81,466775,724570,1
1249,28,81521,22,348363,166200,1
1250,27,109485,82,29259,526168,0
1251,57,44245,96,238900,515137,0
1252,55,136648,18,2093,478988,0
1253,23,104667,57,475318,538802,0
1254,25,134056,90,24721,25300,1
1255,40,52811,25,307472,367953,1
1256,64,51543,28,437159,594109,0
1257,43,82941,40,397988,47111,1
1258,63,56610,23,403998,322707,1
1259,60,24705,8,432904,486006,0
1260,29,38272,13,204390,276191,1
1261,43,51834,44,374270,776392,0
1262,30,73050,47,114911,44317,0
1263,57,99176,10,289764,15801,1
1264,35,101548,41,482322,600882,1
1265,42,148413,67,25908,290963,1
1266,50,81236,74,386217,699173,0
1267,64,91419,49,344547,293114,0
1268,57,45295,64,36610,661718,1
1269,60,102610,15,187939,243207,1
1270,29,68937,88,295257,11383,0
1271,61,144825,61,251213,17344,0
1272,53,26842,74,309178,370859,0
1273,65,117092,52,338783,647296,1
1274,21,28301,85,353159,572352,0
1275,22,147194,46,414132,765484,0
1276,54,122862,59,3108,245643,1
1277,25,51579,48,408573,647245,1
1278,59,45090,39,37092,214314,0
1279,66,142408,42,406602,229854,1
1280,45,28828,51,412229,587800,1
1281,48,72480,50,73380,691545,0
1282,26,123616,92,159135,432511,0
1283,68,86162,66,398752,549131,1
1284,46,118373,41,437677,156881,1
1285,31,79850,58,69968,306659,1
1286,57,43933,4,1852,8997,0
1287,58,81233,49,330677,402538,1
1288,39,107533,3,371169,407809,1
1289,28,52591,32,231138,301579,1
1290,40,34432,47,211365,778944,0
1291,18,113911,62,113585,72622,1
1292,63,30042,98,445333,194288,0
1293,54,40703,16,390334,191737,0
1294,38,42345,68,171243,105066,0
1295,43,31070,18,59365,727024,0
1296,63,97080,92,321217,716660,0
1297,53,138665,6,450489,327593,0
1298,40,142188,65,107999,46974,1
1299,18,93595,80,238193,531256,0
1300,68,59552,37,459404,82086,1
1301,57,38018,73,441086,687812,1
1302,32,34093,63,180507,431022,1
1303,38,129972,81,279483,131396,1
1304,64,88079,98,130572,394068,0
1305,26,36118,59,153464,761076,0
1306,26,92889,95,358782,604865,0
1307,27,83219,34,61936,757926,1
1308,69,33349,37,24727,742071,1
1309,43,86304,34,17219,405162,0
1310,58,34163,45,88549,686110,0
1311,52,35095,1,352351,318852,1
1312,69,140452,53,351917,489729,1
1313,42,149511,62,112428,711223,1
1314,43,88139,15,468505,402479,1
1315,28,86527,95,83370,532230,0
1316,55,46304,51,392270,392627,1
1317,19,62988,14,57423,385063,1
1318,24,78873,98,221184,131614,0
1319,35,102408,59,252955,736182,1
1320,44,93715,52,197456,640633,0
1321,51,24152,1,257551,718406,0
1322,44,69663,99,435422,67642,0
1323,34,113431,75,62395,609732,0
1324,60,112263,17,12132,145567,1
1325,61,47180,56,49551,523965,1
1326,68,144987,5,69229,624327,1
1327,41,140385,17,401091,584912,0
1328,42,86270,18,273450,770527,1
1329,24,91214,89,252951,372328,1
1330,69,56077,55,277274,364527,1
1331,23,110482,99,377506,718201,1
1332,41,46649,47,348786,165372,0
1333,50,67496,80,118561,63718,0
1334,66,83282,49,446520,482523,1
1335,46,90237,23,336468,115283,1
1336,60,114317,21,294060,666833,0
1337,39,84903,29,430348,578190,1
1338,43,33060,60,96968,795175,1
1339,45,112413,46,205510,161157,1
1340,67,95558,10,327543,749328,1
1341,38,103779,84,349483,760242,1
1342,66,60487,53,176668,11149,1
1343,24,132419,7,355478,661219,1
1344,34,20916,30,130548,44935,0
1345,37,141597,93,360431,670058,1
1346,58,43648,55,484029,299591,0
1347,66,124985,65,484945,532145,0
1348,37,64135,21,457303,101024,0
1349,39,71814,7,417711,334254,1
1350,45,129130,44,437437,409338,0
1351,57,57460,68,397188,625436,0
1352,66,101391,15,191255,298771,1
1353,24,78581,98,350036,717455,0
1354,18,112272,2,202731,100790,0
1355,49,21335,3,105948,770284,1
1356,30,112728,48,452348,88322,0
1357,47,74202,68,92320,292376,0
1358,40,145823,47,197385,76196,1
1359,68,82564,43,472680,125057,1
1360,36,135449,27,14462,682347,1
1361,49,113830,4,193044,466767,1
1362,47,147913,36,482193,494782,1
1363,46,30892,83,303389,358751,1
1364,66,136819,98,491107,623930,0
1365,62,139502,80,178848,208310,0
1366,46,62913,52,43699,108127,1
1367,47,67971,45,189836,120479,1
1368,33,45524,51,398852,346329,0
1369,57,85837,86,474175,792975,1
1370,36,146904,32,385969,318180,0
1371,35,126044,2,337541,245204,0
1372,18,115448,17,32723,408021,0
1373,31,34903,23,75083,513956,1
1374,68,112700,44,351499,15692,1
1375,64,72846,46,218425,59912,0
1376,67,132731,12,242617,795972,0
1377,19,121005,54,341772,644287,0
1378,45,62435,13,436996,617947,0
1379,66,110725,74,431571,572822,0
1380,67,140902,68,251997,765274,1
1381,47,91180,71,112528,254765,0
1382,55,25520,66,209876,726211,0
1383,68,53436,15,314947,353456,1
1384,21,22128,62,146261,279056,1
1385,18,100995,73,39302,465015,0
1386,25,125042,24,1699,777682,0
1387,46,102137,70,157530,54529,1
1388,56,80275,61,239437,588741,0
1389,20,28940,71,376782,76865,0
1390,49,122524,80,86866,140371,0
1391,27,44776,81,459901,506505,0
1392,27,117281,94,163952,253003,0
1393,36,104541,72,406929,336736,1
1394,63,123443,3,201440,508231,1
1395,51,117238,89,106696,657543,0
1396,50,86257,29,198223,234202,0
1397,40,127447,21,134716,777555,0
1398,45,120185,54,58323,755059,0
